Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      2.48     0.00        1     0.00     0.76  Shoulder
  0.00      2.48     0.00        1     0.00     1.42  UpperArm
  0.00      2.48     0.00        1     0.00     1.39  UpperLeg
  0.00      2.48     0.00        1     0.00     6.09  VulcanGun
  0.00      2.48     0.00        1     0.00     0.00  ZB_open
  0.00      2.48     0.00        1     0.00     0.00  ZB_resize
  0.00      2.48     0.00        1     0.00     0.00  alloc_texture
  0.00      2.48     0.00        1     0.00     0.00  glInit
  0.00      2.48     0.00        1     0.00     0.00  glInitTextures
  0.00      2.48     0.00        1     0.00     0.00  glXChooseVisual
  0.00      2.48     0.00        1     0.00     0.00  glXCreateContext
  0.00      2.48     0.00        1     0.00     0.00  glXMakeCurrent
  0.00      2.48     0.00        1     0.00     0.00  glX_resize_viewport
  0.00      2.48     0.00        1     0.00     0.00  gl_eval_viewport
  0.00      2.48     0.00        1     0.00    16.21  init
  0.00      2.48     0.00        1     0.00     0.00  initSharedState
  0.00      2.48     0.00        1     0.00     0.00  tgl_trace

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.

 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012-2015 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 2 byte(s) for 0.40% of 2.48 seconds

index % time    self  children    called     name
                                                 <spontaneous>
[1]     98.8    0.00    2.45                 ui_loop [1]
                0.00    2.43     301/301         idle [3]
                0.00    0.02       1/1           init [35]
                0.00    0.00       4/4           reshape [72]
                0.00    0.00       1/1           glXMakeCurrent [75]
                0.00    0.00       3/3           glXWaitX [120]
                0.00    0.00       1/1           glXChooseVisual [126]
                0.00    0.00       1/1           glXCreateContext [127]
-----------------------------------------------
                0.00    2.43     301/301         idle [3]
[2]     98.1    0.00    2.43     301         display [2]
                0.00    2.43     301/301         DrawMech [4]
                0.00    0.01     301/301         lighting [45]
                0.00    0.00    1203/7223        glPushMatrix [51]
                0.00    0.00    1201/7221        glPopMatrix [52]
                0.00    0.00     901/22741       glTranslatef [46]
                0.00    0.00     602/44511       glRotatef [43]
                0.00    0.00     600/5115        glCallList [56]
                0.00    0.00     301/301         glClearColor [67]
                0.00    0.00     301/301         glClear [66]
                0.00    0.00     301/1506        glEnable [64]
                0.00    0.00     300/300         tkSwapBuffers [111]
                0.00    0.00     300/300         glFlush [109]
-----------------------------------------------
                0.00    2.43     301/301         ui_loop [1]
[3]     98.1    0.00    2.43     301         idle [3]
                0.00    2.43     301/301         display [2]
                0.00    0.00     301/301         animation_walk [104]
-----------------------------------------------
                0.00    2.43     301/301         display [2]
[4]     97.9    0.00    2.43     301         DrawMech [4]
                0.00    2.42     602/602         LowerLeg [5]
                0.00    0.00    6923/22741       glTranslatef [46]
                0.00    0.00    6020/44511       glRotatef [43]
                0.00    0.00    3913/5115        glCallList [56]
                0.00    0.00    3612/7223        glPushMatrix [51]
                0.00    0.00    3612/7221        glPopMatrix [52]
                0.00    0.00    1204/2427        glScalef [59]
-----------------------------------------------
                0.00    2.42     602/602         DrawMech [4]
[5]     97.6    0.00    2.42     602         LowerLeg [5]
                0.02    1.92    4816/4819        gluSphere [8]
                0.00    0.20    1204/1219        gluDisk [19]
                0.00    0.15     602/635         gluCylinder [20]
                0.00    0.11    7224/7583        Box [21]
                0.00    0.01   12642/12676       SetMaterial [37]
                0.00    0.00   14448/22741       glTranslatef [46]
                0.00    0.00   12642/12675       glColor3f [49]
                0.00    0.00    6622/44511       glRotatef [43]
                0.00    0.00    2408/7221        glPopMatrix [52]
                0.00    0.00    2408/7223        glPushMatrix [51]
                0.00    0.00    1204/2427        glScalef [59]
                0.00    0.00     602/5115        glCallList [56]
                0.00    0.00    6622/6673        gluNewQuadric [98]
-----------------------------------------------
                0.00    0.00       4/10677706     glFrustum [78]
                0.00    0.00       5/10677706     glViewport [77]
                0.00    0.00      11/10677706     glMatrixMode [74]
                0.00    0.00      11/10677706     glLoadIdentity [73]
                0.00    0.00     301/10677706     glPolygonMode [71]
                0.00    0.00     301/10677706     glDisable [68]
                0.00    0.00     301/10677706     glLightfv [70]
                0.00    0.00     301/10677706     glLightf [69]
                0.00    0.00     301/10677706     glClear [66]
                0.00    0.00     301/10677706     glClearColor [67]
                0.00    0.00    1506/10677706     glEnable [64]
                0.00    0.00    2427/10677706     glScalef [59]
                0.00    0.00    5115/10677706     glCallList [56]
                0.00    0.00    7221/10677706     glPopMatrix [52]
                0.00    0.00    7223/10677706     glPushMatrix [51]
                0.00    0.00   12675/10677706     glColor4f [50]
                0.00    0.01   22741/10677706     glTranslatef [46]
                0.00    0.01   44511/10677706     glRotatef [43]
                0.00    0.01   50704/10677706     glMaterialfv [36]
                0.00    0.04  168559/10677706     glBegin [28]
                0.00    0.04  168559/10677706     glEnd [29]
                0.00    0.09  413610/10677706     glVertex2f [22]
                0.00    0.69 3107595/10677706     glNormal3f [16]
                0.00    0.73 3313996/10677706     glVertex3f [15]
                0.00    0.74 3349427/10677706     glTexCoord2f [14]
[6]     95.8    0.01    2.37 10677706         gl_add_op [6]
                0.05    1.67    5115/5125        glopCallList [9]
                0.14    0.45 3708320/13599588     glopVertex [7]
                0.00    0.02    1807/1807        glopEnableDisable [32]
                0.00    0.01  167356/803270      glopBegin [24]
                0.00    0.01     301/301         glopClear [40]
                0.01    0.00 3094280/9459830     glopNormal [30]
                0.00    0.00   44247/192440      glopRotate [42]
                0.00    0.00       4/4           glopFrustum [80]
                0.00    0.00 3332672/11808832     glopTexCoord [81]
                0.00    0.00  167356/803270      glopEnd [82]
                0.00    0.00   52374/52384       gl_compile_op [88]
                0.00    0.00   50572/107144      glopMaterial [87]
                0.00    0.00   22577/107373      glopTranslate [86]
                0.00    0.00   12642/26785       glopColor [89]
                0.00    0.00    7223/7223        glopPushMatrix [96]
                0.00    0.00    7221/7221        glopPopMatrix [97]
                0.00    0.00    2408/12919       glopScale [93]
                0.00    0.00     602/602         glopLight [102]
                0.00    0.00     301/301         glopPolygonMode [108]
                0.00    0.00     301/301         glopClearColor [107]
                0.00    0.00      11/11          glopLoadIdentity [116]
                0.00    0.00      11/11          glopMatrixMode [117]
                0.00    0.00       5/5           glopViewport [119]
-----------------------------------------------
                0.14    0.45 3708320/13599588     gl_add_op [6]
                0.39    1.21 9891268/13599588     glopCallList [9]
[7]     88.3    0.53    1.66 13599588         glopVertex [7]
                0.06    0.82 11653920/11653920     gl_draw_triangle <cycle 1> [11]
                0.44    0.02 13594772/13594772     gl_shade_vertex [17]
                0.22    0.00 13594772/13594772     gl_V3_Norm [18]
                0.10    0.00 13076164/13135834     gl_transform_to_viewport [23]
                0.00    0.00    3612/4816        gl_draw_line [100]
-----------------------------------------------
                0.00    0.00       1/4819        Shoulder [57]
                0.00    0.00       2/4819        MechHip [55]
                0.02    1.92    4816/4819        LowerLeg [5]
[8]     78.3    0.02    1.92    4819         gluSphere [8]
                0.02    0.62 2795020/3107595     glNormal3f [16]
                0.01    0.62 2795020/3313996     glVertex3f [15]
                0.01    0.60 2713097/3349427     glTexCoord2f [14]
                0.00    0.02   86742/168559      glBegin [28]
                0.00    0.02   86742/168559      glEnd [29]
-----------------------------------------------
                0.00    0.00      10/5125        glNewList [48]
                0.05    1.67    5115/5125        gl_add_op [6]
[9]     69.3    0.05    1.67    5125         glopCallList [9]
                0.39    1.21 9891268/13599588     glopVertex [7]
                0.00    0.05  635914/803270      glopBegin [24]
                0.02    0.00 6365550/9459830     glopNormal [30]
                0.00    0.01  148193/192440      glopRotate [42]
                0.00    0.00 8476160/11808832     glopTexCoord [81]
                0.00    0.00  635914/803270      glopEnd [82]
                0.00    0.00   84796/107373      glopTranslate [86]
                0.00    0.00   56572/107144      glopMaterial [87]
                0.00    0.00   14143/26785       glopColor [89]
                0.00    0.00   10511/12919       glopScale [93]
                0.00    0.00      20/494         gl_zalloc [103]
-----------------------------------------------
[10]    35.5    0.06    0.82 11653920+63063   <cycle 1 as a whole> [10]
                0.06    0.82 11694489             gl_draw_triangle <cycle 1> [11]
                0.00    0.00   22494+49208       gl_draw_triangle_clip <cycle 1> [61]
-----------------------------------------------
                               40569             gl_draw_triangle_clip <cycle 1> [61]
                0.06    0.82 11653920/11653920     glopVertex [7]
[11]    35.5    0.06    0.82 11694489         gl_draw_triangle <cycle 1> [11]
                0.01    0.81 4981243/4981243     gl_draw_triangle_fill [12]
                               22494             gl_draw_triangle_clip <cycle 1> [61]
-----------------------------------------------
                0.01    0.81 4981243/4981243     gl_draw_triangle <cycle 1> [11]
[12]    33.1    0.01    0.81 4981243         gl_draw_triangle_fill [12]
                0.81    0.00 4981243/4981243     ZB_fillTriangleSmooth [13]
-----------------------------------------------
                0.81    0.00 4981243/4981243     gl_draw_triangle_fill [12]
[13]    32.7    0.81    0.00 4981243         ZB_fillTriangleSmooth [13]
-----------------------------------------------
                0.00    0.05  222720/3349427     gluCylinder [20]
                0.00    0.09  413610/3349427     gluDisk [19]
                0.01    0.60 2713097/3349427     gluSphere [8]
[14]    30.5    0.01    0.75 3349427         glTexCoord2f [14]
                0.00    0.74 3349427/10677706     gl_add_op [6]
-----------------------------------------------
                0.00    0.00     160/3313996     Octagon [65]
                0.00    0.05  222720/3313996     gluCylinder [20]
                0.00    0.07  296096/3313996     Box [21]
                0.01    0.62 2795020/3313996     gluSphere [8]
[15]    30.1    0.01    0.74 3313996         glVertex3f [15]
                0.00    0.73 3313996/10677706     gl_add_op [6]
-----------------------------------------------
                0.00    0.00      48/3107595     Octagon [65]
                0.00    0.00    1219/3107595     gluDisk [19]
                0.00    0.02   88588/3107595     Box [21]
                0.00    0.05  222720/3107595     normal3f [27]
                0.02    0.62 2795020/3107595     gluSphere [8]
[16]    28.7    0.02    0.69 3107595         glNormal3f [16]
                0.00    0.69 3107595/10677706     gl_add_op [6]
-----------------------------------------------
                0.44    0.02 13594772/13594772     glopVertex [7]
[17]    18.5    0.44    0.02 13594772         gl_shade_vertex [17]
                0.02    0.00 4904634/4904634     specbuf_get_buffer [31]
-----------------------------------------------
                0.22    0.00 13594772/13594772     glopVertex [7]
[18]     8.9    0.22    0.00 13594772         gl_V3_Norm [18]
-----------------------------------------------
                0.00    0.00       2/1219        UpperArm [53]
                0.00    0.00       2/1219        UpperLeg [54]
                0.00    0.00      11/1219        VulcanGun [44]
                0.00    0.20    1204/1219        LowerLeg [5]
[19]     8.1    0.00    0.20    1219         gluDisk [19]
                0.01    0.09  413610/413610      glVertex2f [22]
                0.00    0.09  413610/3349427     glTexCoord2f [14]
                0.00    0.00   12165/168559      glBegin [28]
                0.00    0.00   12165/168559      glEnd [29]
                0.00    0.00    1219/3107595     glNormal3f [16]
-----------------------------------------------
                0.00    0.00       2/635         UpperLeg [54]
                0.00    0.00       3/635         UpperArm [53]
                0.00    0.00      12/635         RocketPod [47]
                0.00    0.00      16/635         VulcanGun [44]
                0.00    0.15     602/635         LowerLeg [5]
[20]     6.3    0.00    0.16     635         gluCylinder [20]
                0.00    0.05  222720/222720      normal3f [27]
                0.00    0.05  222720/3313996     glVertex3f [15]
                0.00    0.05  222720/3349427     glTexCoord2f [14]
                0.00    0.00   10160/168559      glBegin [28]
                0.00    0.00   10160/168559      glEnd [29]
-----------------------------------------------
                0.00    0.00       1/7583        Shoulder [57]
                0.00    0.00       1/7583        UpperArm [53]
                0.00    0.00       3/7583        MechTorso [62]
                0.00    0.00       3/7583        RocketPod [47]
                0.00    0.00      11/7583        ForeArm [60]
                0.00    0.00      14/7583        UpperLeg [54]
                0.00    0.00      25/7583        Enviro [58]
                0.00    0.00     301/7583        lighting [45]
                0.00    0.11    7224/7583        LowerLeg [5]
[21]     4.9    0.00    0.12    7583         Box [21]
                0.00    0.07  296096/3313996     glVertex3f [15]
                0.00    0.02   88588/3107595     glNormal3f [16]
                0.00    0.01   59460/168559      glBegin [28]
                0.00    0.01   59460/168559      glEnd [29]
                0.00    0.01   30332/44511       glRotatef [43]
-----------------------------------------------
                0.01    0.09  413610/413610      gluDisk [19]
[22]     4.1    0.01    0.09  413610         glVertex2f [22]
                0.00    0.09  413610/10677706     gl_add_op [6]
-----------------------------------------------
                0.00    0.00   59670/13135834     gl_draw_triangle_clip <cycle 1> [61]
                0.10    0.00 13076164/13135834     glopVertex [7]
[23]     4.0    0.10    0.00 13135834         gl_transform_to_viewport [23]
-----------------------------------------------
                0.00    0.01  167356/803270      gl_add_op [6]
                0.00    0.05  635914/803270      glopCallList [9]
[24]     2.4    0.00    0.06  803270         glopBegin [24]
                0.00    0.06  200266/200266      gl_M4_Inv [26]
                0.00    0.00  201470/201470      gl_M4_IsId [83]
                0.00    0.00  200266/200266      gl_M4_Transpose [84]
                0.00    0.00    1204/1204        gl_M4_Mul [101]
                0.00    0.00       1/1           gl_eval_viewport [129]
-----------------------------------------------
                0.06    0.00  200266/200266      gl_M4_Inv [26]
[25]     2.4    0.06    0.00  200266         Matrix_Inv [25]
-----------------------------------------------
                0.00    0.06  200266/200266      glopBegin [24]
[26]     2.4    0.00    0.06  200266         gl_M4_Inv [26]
                0.06    0.00  200266/200266      Matrix_Inv [25]
-----------------------------------------------
                0.00    0.05  222720/222720      gluCylinder [20]
[27]     2.1    0.00    0.05  222720         normal3f [27]
                0.00    0.05  222720/3107595     glNormal3f [16]
-----------------------------------------------
                0.00    0.00      32/168559      Octagon [65]
                0.00    0.00   10160/168559      gluCylinder [20]
                0.00    0.00   12165/168559      gluDisk [19]
                0.00    0.01   59460/168559      Box [21]
                0.00    0.02   86742/168559      gluSphere [8]
[28]     1.5    0.00    0.04  168559         glBegin [28]
                0.00    0.04  168559/10677706     gl_add_op [6]
-----------------------------------------------
                0.00    0.00      32/168559      Octagon [65]
                0.00    0.00   10160/168559      gluCylinder [20]
                0.00    0.00   12165/168559      gluDisk [19]
                0.00    0.01   59460/168559      Box [21]
                0.00    0.02   86742/168559      gluSphere [8]
[29]     1.5    0.00    0.04  168559         glEnd [29]
                0.00    0.04  168559/10677706     gl_add_op [6]
-----------------------------------------------
                0.01    0.00 3094280/9459830     gl_add_op [6]
                0.02    0.00 6365550/9459830     glopCallList [9]
[30]     1.2    0.03    0.00 9459830         glopNormal [30]
-----------------------------------------------
                0.02    0.00 4904634/4904634     gl_shade_vertex [17]
[31]     0.8    0.02    0.00 4904634         specbuf_get_buffer [31]
                0.00    0.00       3/11          gl_malloc [115]
-----------------------------------------------
                0.00    0.02    1807/1807        gl_add_op [6]
[32]     0.8    0.00    0.02    1807         glopEnableDisable [32]
                0.02    0.00     301/301         gl_enable_disable_light [33]
-----------------------------------------------
                0.02    0.00     301/301         glopEnableDisable [32]
[33]     0.8    0.02    0.00     301         gl_enable_disable_light [33]
-----------------------------------------------
                                                 <spontaneous>
[34]     0.8    0.02    0.00                 glGenLists [34]
-----------------------------------------------
                0.00    0.02       1/1           ui_loop [1]
[35]     0.7    0.00    0.02       1         init [35]
                0.00    0.01       1/1           VulcanGun [44]
                0.00    0.00       1/1           RocketPod [47]
                0.00    0.00       1/1           UpperArm [53]
                0.00    0.00       1/1           UpperLeg [54]
                0.00    0.00       1/1           MechHip [55]
                0.00    0.00       1/1           Shoulder [57]
                0.00    0.00       1/1           Enviro [58]
                0.00    0.00       1/1           ForeArm [60]
                0.00    0.00       1/1           MechTorso [62]
                0.00    0.00       1/1           Foot [63]
                0.00    0.00       1/12676       SetMaterial [37]
                0.00    0.00       1/1506        glEnable [64]
-----------------------------------------------
                0.00    0.01   50704/50704       SetMaterial [37]
[36]     0.5    0.00    0.01   50704         glMaterialfv [36]
                0.00    0.01   50704/10677706     gl_add_op [6]
-----------------------------------------------
                0.00    0.00       1/12676       VulcanGun [44]
                0.00    0.00       1/12676       ForeArm [60]
                0.00    0.00       1/12676       Foot [63]
                0.00    0.00       1/12676       init [35]
                0.00    0.00       2/12676       MechTorso [62]
                0.00    0.00       2/12676       Shoulder [57]
                0.00    0.00       2/12676       Enviro [58]
                0.00    0.00       3/12676       MechHip [55]
                0.00    0.00       3/12676       UpperArm [53]
                0.00    0.00       4/12676       UpperLeg [54]
                0.00    0.00      14/12676       RocketPod [47]
                0.00    0.01   12642/12676       LowerLeg [5]
[37]     0.5    0.00    0.01   12676         SetMaterial [37]
                0.00    0.01   50704/50704       glMaterialfv [36]
-----------------------------------------------
                0.00    0.00       4/192444      glopFrustum [80]
                0.01    0.00  192440/192444      glopRotate [42]
[38]     0.4    0.01    0.00  192444         gl_M4_MulLeft [38]
-----------------------------------------------
                0.01    0.00     301/301         glopClear [40]
[39]     0.4    0.01    0.00     301         ZB_clear [39]
-----------------------------------------------
                0.00    0.01     301/301         gl_add_op [6]
[40]     0.4    0.00    0.01     301         glopClear [40]
                0.01    0.00     301/301         ZB_clear [39]
-----------------------------------------------
                                                 <spontaneous>
[41]     0.4    0.01    0.00                 gl_M3_Inv [41]
-----------------------------------------------
                0.00    0.00   44247/192440      gl_add_op [6]
                0.00    0.01  148193/192440      glopCallList [9]
[42]     0.4    0.00    0.01  192440         glopRotate [42]
                0.01    0.00  192440/192444      gl_M4_MulLeft [38]
                0.00    0.00  192440/192440      gl_M4_Rotate [85]
-----------------------------------------------
                0.00    0.00       2/44511       UpperLeg [54]
                0.00    0.00       2/44511       Foot [63]
                0.00    0.00       3/44511       RocketPod [47]
                0.00    0.00       4/44511       UpperArm [53]
                0.00    0.00       5/44511       VulcanGun [44]
                0.00    0.00      16/44511       Octagon [65]
                0.00    0.00     602/44511       display [2]
                0.00    0.00     903/44511       lighting [45]
                0.00    0.00    6020/44511       DrawMech [4]
                0.00    0.00    6622/44511       LowerLeg [5]
                0.00    0.01   30332/44511       Box [21]
[43]     0.4    0.00    0.01   44511         glRotatef [43]
                0.00    0.01   44511/10677706     gl_add_op [6]
-----------------------------------------------
                0.00    0.01       1/1           init [35]
[44]     0.2    0.00    0.01       1         VulcanGun [44]
                0.00    0.00      16/635         gluCylinder [20]
                0.00    0.00      11/1219        gluDisk [19]
                0.00    0.00       1/10          glNewList [48]
                0.00    0.00      21/22741       glTranslatef [46]
                0.00    0.00       5/44511       glRotatef [43]
                0.00    0.00       1/12676       SetMaterial [37]
                0.00    0.00       1/12675       glColor3f [49]
                0.00    0.00      27/6673        gluNewQuadric [98]
                0.00    0.00       1/10          glEndList [118]
-----------------------------------------------
                0.00    0.01     301/301         display [2]
[45]     0.2    0.00    0.01     301         lighting [45]
                0.00    0.00     301/7583        Box [21]
                0.00    0.00    1204/1506        glEnable [64]
                0.00    0.00     903/44511       glRotatef [43]
                0.00    0.00     301/22741       glTranslatef [46]
                0.00    0.00     301/301         glPolygonMode [71]
                0.00    0.00     301/301         glLightfv [70]
                0.00    0.00     301/301         glLightf [69]
                0.00    0.00     301/301         glDisable [68]
-----------------------------------------------
                0.00    0.00       2/22741       Shoulder [57]
                0.00    0.00       3/22741       MechTorso [62]
                0.00    0.00       4/22741       MechHip [55]
                0.00    0.00       4/22741       reshape [72]
                0.00    0.00       5/22741       UpperArm [53]
                0.00    0.00      12/22741       ForeArm [60]
                0.00    0.00      19/22741       UpperLeg [54]
                0.00    0.00      21/22741       VulcanGun [44]
                0.00    0.00      23/22741       RocketPod [47]
                0.00    0.00      32/22741       Octagon [65]
                0.00    0.00      43/22741       Enviro [58]
                0.00    0.00     301/22741       lighting [45]
                0.00    0.00     901/22741       display [2]
                0.00    0.00    6923/22741       DrawMech [4]
                0.00    0.00   14448/22741       LowerLeg [5]
[46]     0.2    0.00    0.01   22741         glTranslatef [46]
                0.00    0.01   22741/10677706     gl_add_op [6]
-----------------------------------------------
                0.00    0.00       1/1           init [35]
[47]     0.1    0.00    0.00       1         RocketPod [47]
                0.00    0.00      12/635         gluCylinder [20]
                0.00    0.00       1/10          glNewList [48]
                0.00    0.00       3/7583        Box [21]
                0.00    0.00      14/12676       SetMaterial [37]
                0.00    0.00      23/22741       glTranslatef [46]
                0.00    0.00      14/12675       glColor3f [49]
                0.00    0.00       3/44511       glRotatef [43]
                0.00    0.00       1/2427        glScalef [59]
                0.00    0.00      12/6673        gluNewQuadric [98]
                0.00    0.00       1/10          glEndList [118]
-----------------------------------------------
